x,y
68,63
60,62
63,65
63,70
65,65
65,68
68,66
71,75
68,72
65,78
71,63
67,74
71,72
63,70
64,71
71,71
71,70
72,71
62,65
70,71
64,67
63,70
64,72
70,68
64,70
59,64
64,65
62,65
73,71
67,68
70,69
64,68
68,68
65,66
71,72
59,65
71,69
57,57
74,62
64,72
68,63
67,76
64,74
69,66
59,62
74,62
73,72
74,73
60,80
63,66
60,71
70,71
63,68
66,75
66,69
61,61
67,73
69,79
55,69
56,69
74,78
71,73
60,73
71,71
57,67
73,77
60,74
75,72
58,71
79,78
59,70
81,68
59,72
78,78
56,81
82,85
56,64
81,66
62,67
79,68
57,67
70,73
59,70
72,72
62,70
74,80
69,70
72,72
60,69
78,84
61,71
76,80
64,69
79,71
58,70
75,71
56,69
74,69
55,67
77,67
60,66
75,71
78,72
56,65
72,74
61,72
58,64
74,68
56,59
68,76
62,74
80,86
66,73
72,70
79,77
84,85
59,66
67,75
59,70
76,82
58,71
80,86
80,70
81,76
57,66
75,68
51,66
58,67
73,75
61,72
72,80
61,78
68,72
55,74
72,81
72,81
60,71
78,75
68,80
62,74
58,75
78,83
60,75
70,74
58,73
70,71
55,69
70,72
61,72
72,84
56,72
75,80
59,70
57,71
61,75
80,78
62,77
65,76
62,79
64,74
72,81
54,71
56,82
73,71
63,69
71,73
57,72
68,76
55,70
65,81
53,76
70,81
68,77
53,74
65,75
60,66
65,79
57,70
68,80
58,70
67,73
57,68
70,71
58,71
70,76
59,72
79,74
73,74
55,65
67,74
67,70
61,68
54,73
68,71
57,72
67,75
58,67
72,78
54,71
67,73
72,70
54,67
70,67
52,64
72,69
75,68
74,69
54,66
71,70
58,63
58,62
72,70
62,68
104,79
56,66
65,77
56,69
67,67
58,66
77,75
54,69
58,69
71,66
60,68
71,74
59,65
55,69
74,75
59,71
71,74
62,73
74,69
55,68
72,73
64,73
108,76
57,76
71,74
56,72
77,72
55,65
74,75
56,71
56,67
74,74
56,71
73,72
70,78
62,73
80,78
57,75
72,76
58,67
64,77
76,81
65,72
71,80
57,69
73,68
55,72
71,68
58,72
57,84
67,70
59,85
70,70
69,73
62,87
70,73
59,85
60,88
58,87
72,73
62,87
71,72
59,87
67,71
62,86
72,70
63,88
73,70
62,86
70,72
64,88
71,71
63,85
72,72
72,70
61,85
71,70
64,84
73,73
73,71
63,84
51,74
61,85
73,71
64,85
64,86
70,71
64,87
62,68
65,87
71,73
64,87
71,73
65,85
73,73
64,84
71,73
63,86
52,74
62,85
62,86
73,74
72,72
62,87
50,74
64,85
75,70
64,87
63,88
64,87
74,73
65,87
64,85
70,72
66,85
64,87
74,72
64,87
72,72
73,72
73,71
62,88
74,73
56,71
70,72
64,88
71,74
61,86
65,89
73,73
63,91
62,90
73,73
60,87
74,71
74,69
61,89
74,71
63,88
73,72
66,88
74,71
67,86
70,69
70,71
71,73
64,87
72,70
62,82
75,64
58,75
74,64
58,76
75,64
55,71
74,68
60,71
55,71
70,67
60,72
61,72
71,69
60,73
60,69
69,64
72,67
73,66
55,69
65,69
70,66
59,71
71,68
56,71
70,66
58,71
72,67
59,68
58,70
72,68
56,67
60,71
73,66
62,70
59,71
70,68
60,71
70,67
71,66
72,66
59,68
71,66
55,71
68,67
70,66
60,74
58,69
52,73
73,74
76,70
75,76
81,65
74,75
72,74
73,74
77,70
73,75
72,75
78,68
74,76
70,74
69,73
77,68
50,72
71,75
78,71
70,74
84,69
53,72
49,76
51,75
64,70
65,67
64,70
59,67
72,69
57,71
51,74
71,64
59,71
59,70
73,65
60,71
72,67
60,73
59,71
70,68
73,68
59,70
60,68
59,72
69,68
56,70
62,72
74,66
69,67
57,70
72,66
59,73
60,71
71,67
60,71
59,71
61,70
71,68
58,70
56,69
68,67
60,74
74,65
69,65
58,72
61,73
71,68
59,71
56,71
71,68
16,80
15,80
59,73
73,67
57,68
57,70
71,67
57,73
68,69
65,68
72,68
52,74
50,76
62,80
76,64
73,67
59,69
56,67
65,71
74,71
59,69
59,67
60,68
64,71
51,66
72,68
56,67
50,70
48,75
88,80
86,80
58,67
81,80
61,71
57,70
94,84
55,70
90,80
57,68
93,80
91,77
59,66
83,76
60,69
82,75
59,75
81,75
60,76
53,72
81,73
75,69
61,75
63,72
77,70
60,76
74,71
59,75
76,70
55,72
62,73
78,73
67,73
82,70
59,72
75,70
61,72
77,63
61,70
79,69
60,69
80,69
53,77
75,69
81,70
77,71
79,69
78,70
77,70
79,71
81,75
76,72
55,76
77,68
65,68
70,65
74,68
73,69
74,74
74,72
73,69
74,74
57,68
79,74
66,73
60,72
74,67
74,69
74,69
73,70
51,76
66,68
73,72
70,70
73,69
73,71
73,73
73,71
72,72
75,71
72,69
74,71
73,70
73,70
62,69
69,67
72,71
73,72
69,71
73,71
74,70
73,69
81,70
92,72
90,73
91,74
84,73
82,72
83,73
82,73
88,73
82,72
49,74
91,74
82,73
80,71
83,73
86,73
65,70
86,73
90,75
87,73
83,74
81,72
90,79
84,73
90,74
82,73
86,75
82,73
86,74
86,75
90,72
82,72
84,74
85,74
85,76
62,69
83,75
95,78
97,75
86,76
86,73
86,73
89,60
52,78
64,69
91,57
83,60
87,71
51,75
50,77
63,68
52,74
65,68
67,70
51,77
64,68
51,74
65,70
91,62
64,67
84,64
50,74
87,68
85,67
82,69
86,72
83,70
84,69
83,69
87,69
82,70
53,74
49,76
63,68
64,69
52,74
51,76
68,69
53,73
65,71
66,72
59,69
67,68
53,75
49,76
64,72
50,75
56,74
63,68
51,76
61,68
52,74
64,67
54,74
66,68
53,77
64,70
55,70
55,70
52,75
58,73
48,76
50,73
65,68
48,73
62,70
49,73
62,69
51,73
64,69
41,77
41,80
54,76
60,74
43,81
50,74
36,79
38,80
38,82
48,72
57,70
47,73
38,82
38,78
51,74
41,78
51,72
54,71
49,74
41,79
43,77
55,74
44,77
53,74
41,78
41,82
55,74
42,78
55,77
48,76
40,78
36,79
49,73
42,80
53,75
51,75
53,75
40,79
50,75
39,81
53,77
39,77
54,75
54,80
42,77
53,74
38,80
50,75
44,74
44,81
46,81
51,76
51,75
43,77
54,77
47,77
43,73
49,73
55,77
38,76
41,75
56,71
52,72
42,77
54,72
46,78
56,72
41,79
49,73
38,81
52,72
51,76
38,78
40,78
54,71
40,81
58,74
43,75
58,71
51,71
42,79
64,71
42,84
38,77
50,71
55,74
51,72
41,75
55,72
41,78
52,71
37,77
45,76
51,71
38,78
52,74
36,77
49,77
52,72
57,73
53,71
40,80
51,71
49,77
43,76
40,77
37,80
58,70
38,83
62,74
39,80
34,75
44,77
53,71
66,72
45,86
52,83
49,91
43,93
57,74
42,90
58,78
44,96
57,77
59,77
59,81
59,77
57,80
60,78
49,93
58,73
67,69
51,93
59,74
61,73
55,72
61,73
51,93
66,71
52,92
60,78
60,78
60,75
47,86
45,87
48,84
45,86
59,73
46,88
47,87
57,73
44,85
43,89
50,88
46,87
61,76
46,87
61,72
70,69
43,85
63,73
49,84
63,73
51,84
64,71
49,96
43,91
61,74
48,92
60,73
62,74
44,88
49,92
63,72
60,74
44,92
58,75
68,69
61,73
50,90
59,73
46,88
58,76
47,86
60,74
45,91
46,92
60,72
47,88
46,89
59,74
45,91
47,91
47,93
46,89
59,73
48,89
60,73
69,68
47,90
58,71
48,91
60,71
59,73
59,74
48,93
57,73
61,73
48,88
60,74
61,72
61,69
57,70
68,64
41,79
57,72
39,76
53,74
42,77
53,71
54,70
42,80
42,77
54,74
44,77
63,70
48,75
58,68
56,74
52,76
59,70
64,70
43,77
59,71
50,77
59,69
58,71
48,76
48,79
60,67
58,69
44,75
44,75
58,68
47,76
60,72
44,78
45,76
39,74
38,77
55,73
43,77
43,77
43,77
57,70
69,70
58,72
43,72
42,70
69,70
60,73
58,71
54,69
55,68
53,69
52,66
54,68
52,68
59,71
39,68
56,69
51,69
42,72
56,68
54,67
63,73
68,64
73,64
70,65
86,70
85,74
88,73
81,72
86,71
90,77
85,67
78,66
81,72
78,70
81,67
53,73
71,68
51,80
77,65
45,74
79,66
55,77
76,67
61,69
73,74
52,72
70,68
81,71
53,72
75,73
54,70
74,68
57,69
75,70
52,71
78,75
54,73
73,74
65,75
67,71
40,76
70,71
39,84
67,69
32,81
62,70
29,80
62,72
47,77
62,70
38,76
58,72
39,73
57,72
53,70
69,68
55,78
73,68
63,71
74,72
56,76
70,67
58,76
74,73
59,77
77,65
74,70
61,83
65,72
67,84
67,78
67,70
62,79
67,64
67,80
84,68
102,76
70,78
117,72
77,68
100,68
67,67
97,70
75,71
92,66
73,67
93,59
71,68
97,61
64,67
68,62
48,70
39,76
64,62
44,70
67,61
52,68
77,59
79,59
53,64
60,69
75,59
57,65
62,65
71,58
76,57
61,68
62,65
55,67
80,64
63,69
79,63
52,71
73,68
54,79
76,72
50,78
80,78
59,76
81,74
50,82
78,75
52,79
75,75
50,77
72,75
54,78
83,76
58,79
80,83
55,75
76,74
63,76
82,80
62,76
80,83
56,73
81,76
55,78
76,76
53,84
80,75
55,77
72,70
55,67
82,75
73,70
50,74
74,67
53,72
75,69
48,67
74,66
55,69
79,65
56,73
76,65
55,67
84,59
59,68
86,58
82,62
58,73
80,63
54,69
74,67
57,70
83,71
67,71
62,72
77,71
65,66
81,72
60,71
55,70
76,60
46,72
69,60
55,75
56,70
73,58
57,65
56,66
65,59
65,65
55,62
58,70
75,62
56,69
74,64
55,66
76,58
59,65
73,63
58,67
76,61
78,57
54,66
70,64
54,67
68,68
56,67
69,67
54,65
69,67
58,69
72,65
57,66
72,68
58,67
64,75
58,74
63,67
57,74
66,72
62,71
65,73
51,69
67,72
72,72
63,73
59,70
61,71
62,69
67,66
55,77
56,69
68,69
69,66
62,71
74,72
56,74
58,77
74,71
57,77
75,64
54,68
74,71
57,71
62,77
73,73
61,71
71,72
60,70
73,71
76,74
55,76
59,73
74,73
55,76
71,72
63,73
74,73
70,74
61,69
71,75
64,76
72,73
61,69
74,72
74,68
63,71
68,74
64,78
64,69
58,81
64,74
66,79
49,74
50,56
49,68
56,69
48,68
69,64
50,67
68,60
54,63
65,60
57,65
71,59
55,71
78,84
67,90
73,83
71,80
72,77
75,64
59,69
53,74
73,69
61,67
73,63
58,71
73,60
74,66
51,66
56,65
60,68
57,67
57,71
70,68
74,71
72,71
58,69
75,72
71,66
60,67
73,69
70,73
78,73
56,65
58,69
71,65
74,67
80,65
60,64
76,66
62,66
76,62
61,67
78,66
59,67
79,65
62,66
78,64
59,64
76,62
78,68
63,65
74,62
78,67
75,69
63,68
75,66
61,75
55,63
77,64
60,71
77,68
60,70
79,64
60,69
76,67
63,67
69,65
73,70
60,69
78,65
60,71
81,71
60,70
77,72
62,71
78,75
60,70
80,76
79,76
63,73
84,75
60,73
78,75
64,74
79,76
79,77
61,71
78,76
62,72
79,74
64,73
80,75
79,75
63,74
78,71
64,75
80,74
62,74
78,75
67,81
77,72
79,73
77,75
59,74
78,74
78,74
80,80
81,74
77,78
80,72
60,69
70,68
84,74
84,71
61,67
73,73
59,69
57,63
75,63
59,66
74,62
56,63
72,62
60,64
74,62
60,65
78,62
60,67
70,65
58,65
72,65
63,67
73,64
56,63
72,62
58,62
71,66
57,64
73,64
60,65
73,62
60,65
75,61
60,68
74,62
59,64
72,62
59,62
74,65
59,65
71,64
58,66
75,64
63,65
75,66
57,67
57,68
60,68
73,67
58,62
75,61
73,65
76,64
74,67
59,68
75,65
61,70
78,67
59,68
77,67
60,69
78,65
57,71
74,66
63,71
70,68
58,67
73,71
58,72
72,68
60,69
69,70
76,69
60,71
69,69
58,70
72,72
58,66
73,68
58,69
73,66
59,66
69,64
58,69
75,71
58,70
73,67
61,67
55,68
73,70
61,66
63,70
72,72
74,72
73,68
57,67
72,69
71,68
75,70
56,63
71,65
61,67
59,70
73,68
72,73
61,71
74,69
75,68
58,71
78,65
56,69
76,70
57,67
56,59
76,69
77,71
59,67
59,68
74,71
73,66
58,70
77,69
61,70
74,66
71,69
55,65
77,67
57,67
78,67
80,67
57,71
74,70
77,71
58,72
76,70
58,72
76,70
60,71
75,68
61,68
76,65
61,68
79,71
72,62
73,68
57,66
59,68
72,68
64,69
72,73
59,67
76,74
63,74
74,69
58,70
75,70
60,66
71,68
61,70
78,68
60,68
75,67
59,72
71,68
56,68
75,62
59,69
75,71
59,70
74,66
62,73
76,71
71,70
58,66
71,70
78,65
60,72
76,76
62,65
73,65
77,74
76,71
77,70
75,72
62,65
73,72
76,70
58,69
72,67
76,73
61,67
79,70
59,70
74,70
60,67
75,72
63,71
73,70
61,69
78,72
79,70
61,70
79,70
58,66
76,71
58,67
76,70
58,64
70,62
72,67
58,66
58,67
76,68
72,66
73,71
69,73
58,79
71,69
69,73
68,70
67,69
67,72
69,67
72,69
58,75
75,69
74,68
71,71
75,70
56,72
76,70
75,66
71,67
59,70
71,65
58,69
57,66
77,71
54,69
74,67
55,68
72,65
56,66
70,62
55,68
71,63
56,68
75,67
57,63
75,65
55,64
72,63
59,66
74,65
54,61
75,65
57,67
74,63
61,67
75,63
74,60
59,66
73,63
58,64
77,64
55,66
73,63
75,62
58,63
75,61
58,66
77,62
55,65
75,65
57,63
74,65
57,66
77,69
59,66
55,65
74,70
58,69
69,70
73,65
76,70
58,66
75,72
60,71
72,68
68,58
68,60
68,57
53,58
68,79
57,59
70,57
52,59
68,54
54,57
65,55
64,73
59,63
71,60
53,60
61,69
56,65
55,62
65,78
61,74
65,77
67,82
59,66
60,74
65,67
66,73
63,68
60,74
65,64
59,73
62,66
58,73
58,70
57,65
69,63
52,67
65,58
61,69
53,69
68,61
57,65
69,62
51,62
65,60
77,70
63,65
69,73
62,59
53,63
61,72
66,57
61,74
66,67
60,67
61,77
67,64
77,64
77,62
78,61
60,74
60,70
74,65
79,66
80,67
60,70
64,64
60,78
65,75
80,65
61,74
56,65
74,69
61,64
70,67
55,65
64,71
56,63
71,62
57,64
72,59
72,58
58,60
67,58
73,59
62,57
67,58
72,63
65,74
54,56
61,59
60,70
66,73
56,60
69,59
57,52
58,66
69,55
58,58
57,54
56,54
59,61
82,59
80,64
78,60
65,69
66,67
66,66
66,67
67,65
63,64
65,64
65,73
59,57
67,71
78,69
75,62
77,66
58,57
65,71
71,76
60,61
61,63
78,65
77,69
78,62
61,71
79,65
85,76
77,72
74,69
81,68
82,69
80,66
78,67
78,70
64,80
69,72
57,70
77,74
57,76
72,73
56,73
73,77
59,69
57,68
74,78
54,71
52,67
54,70
56,76
68,75
56,65
71,79
56,65
57,66
72,75
60,65
73,77
72,73
72,93
57,76
62,83
70,88
61,81
67,81
54,85
69,83
60,81
67,83
69,93
72,80
72,83
57,74
68,74
71,77
69,82
64,83
75,81
51,71
64,74
51,71
61,77
73,80
54,75
66,78
55,79
59,77
69,76
59,77
69,82
70,77
57,68
69,84
59,84
68,79
59,83
68,80
58,77
72,85
67,76
59,77
70,84
62,78
75,92
60,77
75,94
71,71
58,61
79,83
59,65
76,84
56,70
71,71
58,70
71,74
56,70
56,68
69,69
58,73
72,75
60,74
59,75
70,76
54,70
72,72
59,72
68,72
57,74
71,75
57,74
72,75
55,73
70,73
58,74
71,75
53,71
67,71
56,73
70,80
56,73
71,84
55,76
71,81
55,76
70,78
53,74
73,78
57,72
71,82
56,71
75,88
63,78
63,78
54,70
72,73
56,73
72,72
60,76
71,76
58,76
74,72
56,74
71,77
56,75
68,74
70,77
57,74
70,77
70,86
69,78
56,75
69,81
59,73
63,72
58,75
57,73
68,81
55,74
67,80
59,74
72,75
56,71
71,74
56,69
75,77
59,72
71,80
52,72
73,75
53,71
74,77
71,72
74,67
69,71
76,69
77,69
63,70
76,69
66,71
72,69
65,69
69,70
76,68
62,68
78,68
67,70
65,69
73,63
79,72
64,71
76,69
66,70
63,68
67,71
55,62
74,71
74,72
66,70
76,68
63,70
77,66
72,70
72,70
64,70
78,71
67,73
72,73
68,71
72,72
68,68
71,71
66,71
64,61
79,69
66,73
68,73
58,62
78,69
68,71
77,72
79,70
71,69
67,72
77,67
67,72
67,69
76,69
66,69
77,69
62,71
76,68
63,68
71,60
77,74
69,71
74,70
62,65
68,66
59,71
77,64
61,65
76,71
62,68
65,66
78,67
65,72
74,66
69,70
75,70
68,66
68,69
78,68
67,71
62,63
74,67
62,66
78,69
63,69
67,73
67,69
61,66
76,68
65,70
67,71
72,69
63,72
76,69
66,70
74,64
69,71
78,65
69,71
75,70
66,68
66,62
60,75
74,67
64,71
74,69
64,73
76,68
69,70
76,69
63,71
67,74
60,65
68,69
75,66
69,67
72,67
65,75
64,68
75,67
67,68
58,70
73,73
68,68
70,61
65,71
75,65
63,76
77,66
63,68
72,62
67,68
74,67
76,68
66,72
66,70
58,66
74,65
60,73
70,67
68,69
70,67
61,71
59,68
76,68
68,73
62,72
74,66
64,68
73,68
68,74
74,67
66,71
71,69
74,64
75,69
67,70
68,69
64,67
77,63
68,69
74,68
65,71
65,65
74,62
74,69
69,71
70,75
74,68
68,65
63,71
76,69
76,68
74,69
70,78
75,62
68,74
68,74
60,67
70,76
66,65
77,68
68,71
75,67
68,69
77,69
77,69
77,68
77,74
78,70
74,74
74,74
82,68
75,72
80,63
72,75
71,68
69,74
76,70
65,74
64,67
59,65
57,62
80,68
66,73
75,67
72,72
74,71
69,70
76,68
75,67
69,73
73,73
75,65
69,72
69,74
78,62
66,74
76,62
69,73
65,59
71,71
57,64
74,79
76,69
67,71
55,65
68,65
67,70
56,63
70,77
65,63
68,69
56,69
69,59
71,69
57,78
70,73
58,79
66,67
58,73
69,62
61,78
64,62
73,66
75,62
71,62
57,73
65,65
55,69
69,75
53,76
75,68
74,63
57,74
74,62
58,74
72,63
51,73
67,64
58,65
65,62
62,75
71,60
56,73
73,65
55,73
72,66
57,71
67,65
53,69
64,71
54,75
74,74
67,64
56,72
70,62
54,70
68,68
54,70
69,65
54,70
69,62
61,62
57,75
66,64
56,67
71,62
55,71
66,65
52,73
63,73
55,76
67,68
71,71
51,79
52,74
64,69
68,73
70,72
51,79
66,76
56,68
55,79
67,75
55,76
67,75
52,77
69,67
51,79
66,70
71,69
52,75
69,68
55,78
67,70
56,77
65,68
51,77
70,70
55,75
67,67
66,65
59,74
64,73
53,74
69,69
52,75
66,68
54,77
67,70
51,74
65,71
68,66
52,76
64,71
54,78
50,77
64,67
55,75
66,67
52,76
65,69
63,67
70,66
62,71
52,72
68,73
68,65
66,67
68,68
55,72
65,66
53,74
63,67
66,67
52,66
67,65
52,69
64,70
65,65
58,63
54,70
64,67
52,70
64,64
53,65
100,79
51,67
63,62
55,69
64,65
67,61
50,69
63,65
54,68
66,67
51,66
64,65
63,64
52,71
64,67
62,63
53,75
63,70
65,72
64,73
61,67
66,70
64,71
67,79
68,74
68,71
71,74
71,77
70,68
62,77
65,77
55,72
66,81
57,76
66,74
49,67
65,72
66,74
52,76
62,71
66,73
66,73
73,71
56,77
72,75
56,77
64,73
59,76
69,75
62,78
54,74
66,70
51,68
66,78
57,74
69,77
69,79
69,78
58,74
67,72
71,78
70,77
64,75
74,67
58,73
67,71
59,77
69,70
57,65
69,69
70,76
57,74
66,76
61,68
66,78
65,79
59,77
54,78
66,75
52,75
55,77
67,78
73,61
53,74
69,72
66,74
54,71
68,74
56,76
63,70
55,68
66,72
68,63
59,74
67,73
68,79
55,78
65,77
56,80
54,77
64,77
68,69
55,76
63,72
60,75
59,74
55,78
64,74
55,75
66,83
57,77
63,64
65,63
55,66
67,71
55,72
64,72
55,66
64,65
57,70
67,65
58,68
67,71
73,69
57,66
67,68
57,67
66,70
60,62
64,66
59,66
66,71
59,63
71,71
62,69
59,68
70,73
54,70
69,67
62,65
65,75
60,67
63,70
59,66
67,68
74,70
58,67
67,66
55,65
64,69
59,63
67,68
63,67
64,72
56,65
63,72
65,62
56,68
63,70
60,67
69,72
55,67
61,71
57,64
57,62
63,70
69,69
56,65
63,70
57,66
59,67
64,64
59,69
65,70
60,67
64,72
65,65
58,62
59,66
67,73
59,65
64,70
60,64
73,69
55,66
64,65
56,66
66,70
70,67
60,65
68,69
57,68
62,71
64,70
58,72
63,69
59,68
66,74
65,66
61,64
66,72
56,66
64,75
58,65
68,71
58,70
68,65
56,70
65,68
79,72
56,66
67,71
57,65
63,66
57,67
64,67
58,65
65,68
56,68
63,72
67,65
58,67
63,62
61,67
63,65
63,69
59,65
64,71
55,64
68,70
80,73
62,63
63,70
60,67
62,70
58,66
63,72
55,66
66,70
60,70
60,76
69,67
54,68
60,73
49,69
60,71
54,69
57,70
55,70
60,70
50,70
58,69
78,66
56,66
71,65
57,68
61,70
53,68
62,66
54,65
66,72
53,66
63,75
57,70
58,69
55,69
63,70
59,60
66,69
61,72
52,69
63,68
76,71
57,70
63,73
55,67
71,69
60,68
64,68
55,66
61,69
58,68
56,69
72,63
62,73
56,69
61,64
55,72
59,68
50,70
63,70
54,66
65,66
56,65
66,69
82,75
62,75
59,68
67,70
58,69
71,70
56,69
74,75
65,71
70,65
60,80
62,70
58,71
62,70
58,65
60,67
80,75
56,66
66,78
59,66
62,70
55,67
63,72
59,66
64,72
59,70
67,72
69,64
60,67
61,69
59,65
62,68
58,64
54,68
52,69
57,70
53,69
58,72
82,72
64,70
60,67
53,71
51,65
56,71
50,59
55,68
50,66
68,70
49,65
73,68
58,71
55,69
53,66
49,78
49,66
55,70
49,63
54,73
68,66
51,67
59,68
52,62
61,69
51,67
62,68
50,68
57,71
54,62
58,67
49,67
53,63
72,72
60,68
60,73
54,64
58,69
54,64
60,76
77,71
51,67
52,65
54,67
58,72
53,66
58,72
53,66
59,74
73,65
60,65
51,66
59,74
57,65
60,76
55,69
71,69
59,71
57,75
53,66
58,74
81,71
54,64
59,76
51,66
61,72
51,65
61,78
58,63
61,72
57,65
64,73
73,65
59,65
63,78
56,59
60,73
57,68
64,75
59,63
70,67
59,69
63,69
80,69
57,65
64,73
58,67
63,72
58,64
64,77
56,65
64,72
60,62
68,72
68,68
56,65
61,70
55,62
66,75
52,67
67,67
56,66
64,75
58,71
75,70
76,66
57,67
69,78
59,72
75,71
61,67
72,66
63,67
72,66
63,67
71,69
79,71
61,66
70,68
63,70
70,70
60,67
73,70
60,63
72,68
64,71
73,66
62,65
72,68
68,68
62,68
73,69
63,69
66,64
61,61
73,74
66,74
61,80
59,71
52,66
59,65
55,67
62,70
56,72
61,67
58,70
62,74
57,67
64,71
57,62
65,71
62,65
75,73
62,73
66,74
59,68
64,73
58,66
65,75
66,72
60,67
65,70
63,70
79,68
66,71
61,72
66,71
59,68
66,72
60,70
58,69
61,66
60,71
62,69
75,75
67,73
61,66
67,71
63,67
68,68
63,70
65,74
70,68
63,70
84,66
64,72
61,59
70,78
60,67
69,74
68,74
61,67
64,67
66,65
63,69
63,65
65,70
64,64
68,68
62,65
69,67
61,68
56,77
78,66
65,68
69,72
64,67
70,68
64,70
71,67
69,74
66,66
73,71
66,71
66,65
70,72
62,66
67,68
68,66
75,71
64,65
71,72
62,68
78,67
69,71
58,79
70,68
65,65
69,68
75,71
65,68
69,70
67,71
74,70
70,73
71,72
74,72
65,63
66,66
68,69
65,68
69,71
69,69
70,68
69,72
69,64
66,70
55,79
73,72
64,65
73,67
67,64
68,67
70,68
58,70
61,61
58,75
67,70
63,69
70,74
70,68
71,69
65,74
67,67
63,67
70,70
62,71
85,68
72,70
62,68
64,71
72,68
66,76
50,82
66,71
65,66
61,72
71,69
70,68
65,68
68,71
70,67
66,68
65,65
66,70
70,73
