x,y
121,122
116,121
127,120
115,122
129,122
117,120
127,120
115,121
132,121
118,122
134,123
123,123
135,122
123,121
133,118
125,126
133,121
123,124
136,121
120,120
133,120
124,121
137,122
127,122
135,124
122,121
97,124
134,118
122,119
119,119
132,121
118,120
130,120
120,117
130,121
116,121
128,120
115,120
130,122
117,122
124,123
115,122
123,122
116,125
127,123
118,123
123,122
117,121
127,122
113,119
125,120
113,121
123,121
116,120
126,123
115,123
123,123
113,123
122,123
117,119
117,128
127,120
117,123
121,119
120,120
118,121
114,122
117,122
119,123
114,122
120,124
112,124
119,126
117,121
122,118
121,120
121,119
111,121
120,121
115,124
121,120
119,119
119,119
114,121
125,121
115,120
122,120
117,118
128,123
120,123
125,124
125,124
125,122
125,122
125,118
126,119
129,123
127,121
129,122
129,120
129,120
129,120
126,117
132,123
127,118
129,121
129,121
129,121
117,122
125,118
122,120
124,122
117,119
121,117
120,120
120,120
118,117
120,118
120,118
120,118
120,118
126,120
122,120
122,119
122,120
122,120
122,120
122,120
122,120
122,120
124,118
119,119
119,121
119,121
124,117
124,118
124,118
124,118
124,119
124,119
124,119
124,120
124,120
124,118
124,118
124,118
124,118
124,118
124,118
124,118
124,118
119,120
127,116
118,122
127,121
116,120
123,122
115,119
125,122
117,119
126,122
120,121
123,120
114,120
116,120
117,120
121,120
134,120
123,120
133,120
118,122
138,119
120,119
138,119
124,120
137,118
125,122
139,115
126,122
138,121
117,119
129,121
122,122
129,118
111,120
125,115
109,121
119,121
112,122
118,117
109,123
122,118
105,125
123,119
108,119
120,118
111,119
128,118
119,119
121,120
117,123
117,123
113,121
119,120
117,120
119,119
121,124
120,124
120,128
119,129
121,128
122,124
119,130
119,127
111,122
120,120
120,122
120,124
112,122
117,125
117,121
116,125
117,123
123,121
117,121
117,124
117,123
121,123
117,123
117,121
122,135
132,145
134,141
138,146
138,142
140,150
138,140
137,149
137,138
137,149
137,142
138,150
140,140
140,146
140,139
141,147
141,136
139,146
139,139
139,144
138,138
137,151
137,139
137,147
136,141
136,145
137,136
137,144
137,140
137,145
137,145
136,145
137,144
134,147
136,148
137,149
135,148
131,143
134,137
137,143
132,143
134,143
137,139
136,146
136,143
132,146
137,146
137,146
136,135
136,144
135,135
138,144
138,144
132,138
137,145
133,137
133,137
141,145
134,132
137,144
136,140
140,151
137,146
141,144
132,134
138,145
137,145
141,144
135,144
140,146
137,148
137,143
133,145
138,144
132,147
138,146
129,143
136,146
133,144
138,146
132,144
138,144
132,144
139,145
129,130
133,142
134,144
134,144
137,144
133,149
138,142
135,146
138,142
134,146
135,144
134,148
145,153
139,144
139,150
136,141
135,145
135,142
138,147
133,146
138,146
135,145
144,151
140,137
130,137
138,138
136,138
133,138
137,138
131,132
143,151
135,139
134,138
133,139
142,145
136,135
131,133
132,137
136,141
130,133
135,141
128,139
136,137
133,135
137,139
134,135
134,135
132,135
132,136
132,136
132,136
132,136
133,135
133,135
133,135
133,134
133,134
133,137
133,133
133,133
133,134
133,134
133,134
133,134
133,134
133,134
133,134
133,134
133,134
133,134
133,134
133,134
133,134
133,134
133,134
133,134
133,134
133,134
133,134
133,134
133,134
133,138
135,132
135,135
131,136
136,135
136,135
136,135
136,135
133,134
136,134
133,131
136,135
133,134
134,136
133,134
136,135
135,133
135,138
133,134
134,133
133,131
134,134
134,134
135,135
134,134
137,142
136,136
136,139
136,138
136,137
136,137
135,137
134,138
135,137
131,135
136,137
132,135
132,136
136,142
134,136
136,146
136,142
138,144
136,141
134,145
134,137
139,147
134,140
140,146
135,136
145,148
141,139
141,146
139,144
140,150
138,143
143,147
134,141
145,146
131,140
141,144
127,137
143,141
127,134
142,139
129,134
148,141
130,134
145,146
145,141
141,140
142,140
140,145
140,145
134,138
118,130
136,140
122,133
134,139
119,135
134,140
124,137
133,136
131,135
124,135
135,137
128,136
128,140
129,130
131,136
131,135
133,141
128,139
134,139
132,138
135,137
134,131
133,141
134,135
139,138
132,137
135,136
132,136
133,137
130,135
138,137
136,131
138,137
132,131
140,140
131,131
134,139
131,133
136,141
133,136
137,142
131,132
137,138
134,133
131,136
131,126
130,132
124,135
124,135
125,134
126,134
126,134
127,134
127,135
127,135
127,132
124,133
126,134
127,132
126,132
139,151
136,141
131,131
127,130
131,133
129,129
130,134
125,133
130,131
127,131
126,131
126,132
126,132
121,132
124,129
125,130
126,131
120,125
124,132
124,132
128,135
133,125
132,128
127,129
126,130
127,127
129,130
126,127
131,131
128,129
129,129
129,128
136,146
133,137
133,140
131,129
129,144
127,130
130,143
129,129
129,139
130,130
132,145
130,138
132,143
133,135
133,146
134,133
132,131
127,131
125,128
123,129
123,132
123,131
123,131
127,127
125,129
125,129
128,130
128,133
128,133
128,133
129,132
130,128
126,128
126,132
128,132
126,134
128,128
130,133
130,131
132,128
130,130
129,132
126,131
127,131
124,129
129,128
126,128
130,135
129,129
127,130
128,135
131,131
127,134
130,130
127,135
127,133
134,127
131,136
131,136
128,134
129,131
131,134
129,135
130,132
131,140
129,128
128,135
128,130
128,132
130,136
130,130
134,133
134,133
134,133
129,133
132,127
126,130
131,130
126,130
126,131
130,136
131,134
136,128
137,138
132,130
135,133
135,133
134,133
132,133
131,128
131,131
133,128
130,132
134,129
132,131
131,127
129,128
129,128
126,134
132,131
130,131
122,124
126,127
129,127
132,130
132,130
119,125
130,133
132,133
132,135
135,132
134,137
136,136
133,143
135,137
135,142
135,135
136,139
137,136
137,141
139,141
133,149
134,136
133,138
139,138
137,140
137,140
132,138
138,136
133,142
136,137
135,138
138,137
136,139
137,132
131,134
135,134
129,132
123,125
127,132
135,129
136,127
127,125
134,127
124,128
127,128
129,130
132,133
128,134
138,131
135,132
129,131
135,131
128,135
137,129
119,126
123,129
126,131
130,130
133,130
134,126
127,128
130,132
136,134
132,131
133,131
125,129
132,132
134,130
127,131
123,129
133,134
137,129
129,132
138,131
131,132
131,132
134,130
136,132
133,132
136,132
127,129
134,131
131,132
134,133
128,132
135,132
131,132
138,131
130,131
135,131
129,133
132,134
125,134
130,131
123,127
135,129
126,128
126,131
135,131
136,129
125,125
137,134
124,126
135,129
137,133
126,127
121,129
135,129
127,130
135,131
124,130
132,130
127,130
136,131
127,129
128,131
127,132
139,132
129,134
138,133
131,130
142,131
126,132
139,132
125,128
137,128
126,128
136,130
130,129
136,128
120,130
125,128
142,126
137,130
123,129
137,131
125,132
125,132
125,127
132,126
121,135
133,135
133,130
125,129
138,127
119,128
122,128
132,129
123,127
123,126
135,130
124,123
126,129
127,127
137,129
122,124
130,124
134,126
135,130
129,128
137,132
130,131
135,139
136,133
136,133
128,132
133,128
135,127
130,130
135,132
130,127
131,131
126,130
133,133
130,130
129,126
129,134
132,128
127,128
128,129
127,131
132,131
131,132
134,132
135,137
132,134
132,134
132,134
130,138
134,128
133,137
133,133
127,131
130,134
135,134
135,134
135,134
129,130
134,134
129,130
132,134
127,131
133,134
128,132
135,133
128,131
128,131
122,124
131,131
125,126
138,136
132,132
132,131
129,131
129,128
131,131
131,131
128,130
127,130
136,134
124,123
138,129
127,131
129,131
132,128
131,136
125,130
127,125
128,129
135,126
130,129
130,129
123,134
124,125
126,133
128,128
127,127
130,133
128,133
125,126
130,128
129,128
128,131
126,131
130,140
132,142
138,140
135,136
136,146
136,135
136,141
139,139
135,143
144,146
134,144
140,137
130,139
141,140
135,143
141,132
133,142
138,137
131,150
142,143
131,137
140,129
134,137
141,133
130,137
137,138
134,142
134,133
134,139
137,140
133,140
133,133
140,153
143,142
135,142
138,141
134,141
138,140
138,141
140,134
136,145
140,136
132,142
137,133
132,141
137,130
137,141
137,134
135,141
141,136
134,141
135,136
136,144
135,139
136,131
137,139
140,145
138,147
140,143
140,145
135,133
132,147
140,138
136,139
140,140
135,140
138,144
134,142
135,138
135,145
137,135
136,139
136,144
141,134
139,140
140,136
132,138
137,132
130,142
136,143
141,142
162,188
139,148
143,148
133,145
135,137
135,151
141,147
138,147
142,148
138,147
138,135
140,148
137,145
141,151
143,140
140,155
143,146
138,150
140,142
135,147
136,136
133,144
139,140
138,146
138,146
134,146
140,143
131,139
135,144
132,142
134,144
139,137
134,144
137,145
132,143
137,144
138,144
131,144
138,138
132,152
139,134
135,137
138,136
135,139
136,137
130,141
136,141
137,135
129,140
133,143
127,144
136,143
128,143
136,142
126,141
134,140
132,136
131,140
128,136
132,139
129,137
149,142
126,137
134,137
134,142
134,134
129,138
135,138
129,138
140,136
127,136
138,138
127,133
132,136
136,133
132,133
130,134
130,144
133,134
131,142
134,139
129,135
134,137
127,139
133,136
127,136
136,134
127,136
140,136
135,132
125,133
132,136
136,133
135,133
137,132
137,133
127,135
136,135
132,135
136,136
133,141
133,136
136,134
139,139
134,138
139,140
133,140
132,139
132,142
135,134
136,142
139,137
132,144
138,138
135,143
135,131
136,142
136,137
136,140
137,134
129,139
137,137
135,144
135,136
135,143
136,132
132,142
136,136
135,141
133,136
132,146
136,137
133,145
138,134
133,141
137,137
134,146
134,136
134,143
140,139
134,146
142,141
141,149
138,143
144,154
146,144
139,155
143,145
133,140
139,133
145,156
145,148
143,148
140,146
142,153
169,163
141,157
167,163
144,157
144,160
166,164
143,169
166,169
149,177
164,168
148,174
169,169
148,175
168,172
151,176
165,168
161,167
148,174
169,168
149,177
166,169
146,175
172,173
151,176
169,170
148,176
167,171
141,157
188,210
150,174
171,168
151,176
172,168
148,171
169,171
152,176
168,167
151,173
168,167
151,174
171,166
151,174
170,167
152,174
168,168
149,173
170,168
151,173
168,167
151,171
168,167
151,173
171,168
152,173
170,166
137,159
150,172
172,165
150,174
171,168
151,172
171,169
151,172
173,172
153,175
167,166
158,160
152,174
168,168
152,175
170,171
151,173
171,169
155,175
170,170
156,162
154,176
168,170
153,176
167,169
154,174
169,169
152,172
167,169
151,174
171,170
137,157
151,174
168,168
149,173
168,169
151,174
168,167
151,176
170,167
151,174
166,165
134,156
152,173
172,166
153,176
170,169
150,173
169,166
152,177
169,168
156,160
152,175
170,169
153,175
170,169
153,174
166,168
155,174
168,167
152,175
172,169
151,174
168,168
151,175
170,170
151,174
173,171
150,174
168,165
151,177
170,169
141,156
151,174
167,169
153,177
172,172
153,177
169,172
150,175
171,173
153,177
173,172
153,182
170,170
150,178
170,170
149,176
173,170
152,176
172,166
150,178
173,170
153,179
173,170
154,178
173,171
154,176
172,168
154,173
169,167
150,174
168,168
153,178
168,170
153,176
168,167
152,172
171,168
150,170
171,163
174,166
172,159
145,162
174,162
143,160
173,160
145,154
168,161
149,159
169,157
148,157
166,162
145,156
166,161
146,156
163,162
145,156
166,160
168,165
145,157
146,154
165,159
144,154
168,162
170,162
142,156
159,163
144,159
165,161
144,155
164,160
143,156
168,160
142,156
166,161
165,160
143,152
136,157
166,161
142,154
168,162
145,153
169,164
143,154
166,161
142,152
172,163
146,156
170,162
145,153
171,165
148,155
174,161
143,154
164,161
141,153
147,158
167,163
166,160
144,156
165,163
146,157
144,157
168,161
172,163
143,153
146,155
167,161
187,212
142,158
164,162
164,161
144,158
166,161
145,158
176,160
151,150
180,154
155,143
138,158
187,159
157,146
182,161
158,144
179,163
160,151
186,162
161,145
183,161
161,148
183,161
160,148
183,160
163,146
162,149
187,159
163,148
182,163
159,148
179,159
157,151
180,163
163,147
181,161
162,152
180,163
162,152
180,162
158,151
181,160
158,149
180,161
159,149
183,164
159,149
180,164
158,147
178,159
158,149
134,154
178,163
159,152
181,162
163,149
184,163
162,151
182,162
163,147
181,158
165,149
156,164
180,160
164,152
180,159
165,149
182,160
165,150
181,164
165,148
180,163
166,152
135,158
183,162
165,151
182,162
166,154
180,160
165,152
182,159
161,149
180,159
163,148
158,165
184,159
166,150
184,163
162,149
179,159
163,150
182,161
162,151
183,158
162,150
134,158
138,156
185,161
163,149
183,159
164,151
182,161
165,152
207,200
163,147
185,161
164,152
157,166
183,163
162,152
186,165
165,149
133,158
185,162
165,153
187,162
159,148
187,161
162,151
136,158
184,158
163,151
183,160
163,146
182,162
163,149
185,162
161,147
186,160
164,152
158,164
183,159
163,148
184,163
163,148
185,161
162,149
137,158
212,211
160,148
180,157
163,148
185,162
162,147
180,161
161,148
158,160
213,212
162,152
183,160
164,149
184,163
165,147
185,156
153,142
133,159
187,159
152,151
144,154
157,163
141,155
173,159
143,154
168,157
146,154
167,159
167,163
142,154
137,159
168,159
144,155
166,164
145,156
146,157
167,159
167,158
144,152
147,158
168,162
156,162
185,206
146,158
165,162
166,161
144,155
168,162
144,154
146,153
165,159
144,155
166,160
164,161
146,153
171,164
144,156
166,164
142,155
170,161
143,156
147,156
170,161
165,162
142,154
167,161
142,155
168,161
144,157
146,156
166,161
166,161
145,155
166,160
145,156
165,161
146,154
167,163
145,157
143,156
161,159
146,159
168,158
140,155
170,159
165,160
143,156
147,158
166,161
167,163
144,155
142,156
169,163
167,163
143,155
166,165
143,157
137,158
165,162
145,158
168,161
142,152
163,160
142,154
166,161
140,154
163,163
142,153
158,161
163,157
141,153
142,154
163,158
137,157
169,159
134,158
148,165
172,158
165,156
140,150
164,157
142,151
167,156
145,157
167,159
140,150
158,164
143,158
164,160
143,152
165,158
140,155
166,159
142,149
169,159
144,151
171,160
143,149
159,166
168,155
136,150
138,152
164,154
168,163
142,152
142,154
167,157
137,157
164,158
133,158
207,204
213,205
207,213
201,188
200,189
199,194
166,171
183,182
152,166
184,177
161,172
181,179
162,173
186,183
156,172
189,178
152,169
183,172
153,165
194,178
155,166
189,169
157,164
186,170
152,159
177,169
152,161
177,169
151,168
177,168
151,172
175,168
152,169
175,171
146,166
179,169
155,172
155,172
175,167
153,170
172,165
154,169
192,207
170,162
153,170
168,164
150,167
171,164
154,167
170,163
148,166
165,161
153,164
173,167
159,166
173,160
151,164
168,162
154,165
166,160
151,162
167,152
150,159
164,154
151,160
166,155
146,157
163,151
143,149
136,157
138,150
159,142
142,149
159,141
145,152
157,146
144,154
160,148
144,153
161,162
157,151
143,154
158,148
145,150
162,151
146,152
161,150
150,151
164,147
145,156
157,146
147,154
159,149
142,156
158,148
146,155
157,149
147,153
156,149
147,152
156,148
143,156
157,151
146,156
156,152
146,152
158,151
142,154
159,150
144,148
139,158
156,145
140,153
157,149
139,150
156,147
141,151
160,147
139,152
157,148
140,156
158,161
151,146
142,155
155,149
140,153
152,148
139,154
157,148
142,157
154,153
145,152
138,162
154,153
141,152
156,153
141,154
155,148
140,152
154,153
144,155
159,154
143,157
158,165
144,155
154,145
146,155
153,148
143,156
153,148
145,156
153,150
142,156
152,147
141,156
152,152
138,154
154,150
142,157
154,152
141,156
157,152
142,154
155,151
155,154
139,153
145,154
154,151
156,154
138,153
154,152
138,152
157,154
138,153
141,154
154,151
158,153
140,153
141,152
159,150
139,155
156,152
138,154
158,149
139,156
155,150
159,154
138,152
141,152
155,151
141,154
155,149
153,152
136,159
143,155
142,153
155,152
140,153
153,150
143,156
153,147
157,153
140,154
141,155
158,160
151,148
155,152
142,153
155,153
140,151
155,151
142,152
155,153
144,153
156,151
142,153
158,153
143,153
155,153
145,153
144,155
156,149
142,154
151,150
144,154
153,147
142,154
155,149
154,153
144,152
142,152
153,149
145,154
153,152
144,155
138,157
156,152
141,154
153,149
145,157
156,152
144,154
155,151
143,156
156,149
140,153
153,160
166,163
153,151
142,153
153,152
142,153
150,151
155,152
139,153
144,154
154,150
143,154
153,149
163,152
151,151
171,152
156,152
171,155
156,153
171,155
161,154
176,155
158,154
171,154
159,154
169,153
158,152
169,153
158,152
167,153
153,150
167,150
133,156
154,152
170,154
156,154
171,154
156,155
169,151
153,152
168,152
155,153
168,155
156,161
161,153
167,154
159,152
169,155
156,154
167,154
159,154
158,154
167,153
157,157
167,151
167,157
156,156
170,154
158,153
169,154
154,154
167,153
154,154
155,154
168,154
156,154
169,153
158,157
174,152
160,153
172,151
163,153
175,149
164,155
173,152
163,155
174,151
164,156
174,151
162,156
173,151
161,153
173,150
164,153
175,148
159,155
173,150
162,154
173,150
157,157
176,152
158,154
174,151
164,154
178,150
165,151
177,149
161,153
176,150
159,153
175,151
163,154
143,154
172,151
163,155
168,150
158,153
172,152
161,152
174,153
159,156
173,148
162,155
173,152
162,155
172,152
160,152
162,151
155,154
167,152
159,154
168,152
157,152
169,152
156,154
169,152
156,154
170,151
155,154
168,151
158,153
137,155
174,150
164,152
175,151
166,155
174,151
162,153
171,149
160,155
174,151
164,155
155,162
172,151
161,153
172,151
171,155
163,153
166,152
173,153
161,153
175,151
165,153
171,149
164,152
170,151
163,154
175,153
162,155
174,151
163,154
173,148
162,152
170,147
162,153
172,150
161,154
175,148
160,151
171,142
148,146
166,140
139,143
135,158
169,135
142,153
140,165
156,181
146,151
156,161
151,149
168,137
156,150
169,138
155,153
167,145
153,149
169,146
155,154
136,158
167,148
154,151
167,146
153,152
172,150
152,154
167,148
156,154
174,147
154,147
160,163
169,149
152,149
168,144
153,149
169,145
149,149
166,142
154,151
165,144
150,146
135,160
165,145
151,151
167,146
155,151
169,146
151,153
168,146
151,149
168,147
154,149
156,161
166,142
152,149
169,145
152,149
170,146
151,149
167,146
152,150
167,144
151,149
166,144
152,151
164,147
152,149
167,144
148,148
171,148
152,150
168,147
154,152
167,149
153,150
168,147
152,149
165,144
151,149
167,146
150,151
163,143
150,149
138,159
169,145
151,150
166,143
149,151
165,146
147,152
164,140
152,151
166,147
150,151
158,161
168,147
152,151
166,144
155,152
165,142
148,149
168,145
150,151
167,145
150,151
166,144
146,154
168,143
148,149
164,144
151,153
166,144
152,151
165,141
153,148
165,147
152,152
168,146
146,149
165,144
150,151
167,146
145,150
165,142
149,150
168,144
149,152
162,142
150,150
168,144
153,151
165,142
152,151
166,169
166,143
153,150
166,147
156,150
166,142
154,148
171,145
153,150
167,144
155,149
135,159
168,142
149,154
165,143
152,150
164,142
156,149
170,141
152,150
166,144
149,150
157,161
165,145
151,149
163,145
151,150
164,141
152,150
165,142
152,147
167,146
151,149
136,157
167,144
150,150
169,144
155,152
163,145
151,150
170,145
154,152
167,147
151,151
159,164
167,144
151,151
166,144
150,154
165,140
145,148
168,141
156,164
158,161
159,166
148,149
171,143
153,146
169,146
154,147
134,156
167,149
157,150
174,143
154,154
173,145
153,155
173,148
175,149
151,153
154,151
135,155
174,147
150,152
173,149
153,151
173,150
153,152
170,152
168,149
154,148
153,152
160,163
172,150
154,153
169,149
155,153
170,146
156,154
172,143
159,152
172,146
155,152
138,157
170,149
157,154
170,148
150,152
169,145
155,153
173,149
173,153
157,153
156,153
159,160
141,157
169,149
155,153
170,149
170,149
155,152
175,150
158,152
157,152
171,145
174,152
133,158
155,150
155,150
168,148
154,151
172,146
169,151
154,150
173,150
152,151
154,148
157,162
173,149
159,152
174,148
154,151
170,146
155,151
173,147
171,150
151,151
169,148
139,155
155,154
155,150
172,148
153,150
170,144
156,149
172,147
157,152
169,148
155,152
157,162
172,147
155,151
170,146
153,150
176,147
154,149
170,144
156,150
173,145
155,151
136,156
172,150
156,152
175,149
154,153
176,146
156,153
174,149
172,151
154,151
177,150
160,164
154,152
154,151
171,153
157,155
172,152
156,152
172,150
170,151
154,149
158,152
136,159
169,148
156,147
172,148
174,150
153,154
147,151
156,144
140,153
158,148
143,154
162,163
157,151
143,154
156,148
142,154
154,148
143,154
156,151
142,154
155,150
141,152
139,158
153,151
137,153
155,144
141,166
139,158
139,152
157,159
159,140
140,150
156,148
143,153
153,150
143,156
156,151
143,155
154,148
143,153
138,156
155,153
141,154
157,151
140,156
154,151
141,154
155,152
141,156
155,149
148,156
157,158
157,150
139,154
153,149
145,154
155,152
140,156
153,151
141,156
153,151
145,156
151,152
143,155
154,153
144,157
158,151
141,153
154,146
141,155
158,154
142,155
155,151
141,154
159,151
139,152
157,149
143,153
154,152
146,155
155,148
141,153
136,159
157,152
139,155
155,152
142,154
153,150
142,157
159,153
142,155
156,150
141,153
157,163
155,151
142,156
154,151
148,155
156,154
145,154
153,152
140,154
153,151
144,150
140,160
156,151
142,156
153,152
146,157
155,154
144,153
159,153
146,156
158,152
142,155
159,166
154,154
146,156
157,150
142,155
156,150
144,155
155,152
142,156
137,158
160,151
143,154
158,151
143,154
157,151
142,156
156,153
157,153
145,152
142,155
161,161
158,153
144,156
157,153
142,155
157,150
142,153
155,150
143,156
154,151
141,155
137,157
157,151
143,154
157,151
145,153
154,150
142,155
156,153
143,153
153,152
143,152
159,165
154,146
144,156
156,153
143,156
157,154
143,154
157,149
144,152
158,151
141,155
133,158
155,153
141,154
154,151
146,151
156,153
144,153
157,152
145,152
159,148
142,153
156,164
159,153
143,153
157,152
141,154
159,152
140,154
157,152
141,150
156,152
145,154
135,158
157,151
141,153
155,149
140,157
152,151
140,158
153,151
140,159
149,151
135,156
159,162
148,149
136,157
151,150
137,158
151,153
138,157
147,152
135,157
148,150
137,159
142,159
148,151
132,163
143,151
130,160
140,150
135,160
141,153
129,159
141,150
133,157
154,159
142,153
130,159
145,151
134,160
142,150
133,159
144,152
132,159
145,152
135,160
136,159
145,154
134,158
146,153
134,160
143,155
133,158
145,154
130,158
142,156
129,160
154,163
139,154
127,157
139,155
130,161
143,150
130,160
141,155
129,159
141,151
127,158
136,157
143,154
129,161
143,153
125,161
142,154
121,160
138,151
125,158
138,150
127,161
152,159
140,148
123,157
141,151
128,160
137,149
130,160
138,151
129,161
142,154
128,160
138,159
140,152
131,163
137,151
127,160
140,152
126,159
139,154
130,160
140,152
127,159
158,162
138,150
128,160
142,150
125,157
145,152
125,158
146,151
127,157
143,149
127,157
141,148
131,160
142,150
125,159
142,151
126,160
142,153
129,162
141,151
125,163
144,150
132,169
147,153
139,179
150,158
142,181
148,156
142,181
149,158
142,176
146,155
145,181
147,156
142,177
149,156
138,179
148,157
144,181
147,157
141,181
144,155
144,178
148,153
138,169
147,153
138,176
145,155
131,168
139,158
142,154
126,163
145,153
127,165
147,152
124,169
144,150
128,169
146,150
129,166
158,161
144,153
127,166
145,150
125,166
141,151
129,168
143,149
123,165
141,153
119,162
139,157
143,151
125,164
143,151
127,166
143,152
128,172
142,149
127,168
144,148
128,169
159,161
141,151
129,170
144,150
126,165
144,151
126,170
142,149
124,166
145,150
122,167
137,159
144,147
124,168
146,153
121,167
145,149
125,169
141,149
135,174
147,150
144,176
157,163
148,151
144,178
153,155
149,176
140,151
161,143
141,154
155,145
143,154
157,146
142,152
155,147
144,154
160,150
145,153
155,149
143,152
154,150
144,153
155,150
142,157
156,150
144,157
158,148
143,153
156,149
142,155
158,149
142,153
154,148
143,153
156,150
142,153
153,148
143,155
156,150
143,154
153,151
142,157
137,158
154,149
141,155
154,150
143,157
155,148
146,157
153,151
142,157
152,151
145,157
155,160
159,149
143,154
156,151
142,156
155,151
143,154
155,150
141,151
156,153
138,152
157,151
140,155
155,152
140,156
156,153
145,155
161,152
137,153
160,149
148,169
159,155
153,172
163,160
156,176
165,168
155,178
161,162
156,177
163,164
154,177
163,167
157,178
166,166
157,185
163,167
154,182
161,163
157,182
160,164
156,183
159,158
160,183
161,168
158,179
163,168
158,178
163,170
159,180
157,159
158,182
138,160
164,162
155,173
167,165
142,161
138,155
156,145
140,152
158,146
141,150
155,161
159,150
139,152
161,149
132,148
162,149
136,146
159,147
139,147
140,153
156,147
140,150
153,148
141,151
154,149
139,153
153,151
142,154
154,152
144,153
154,150
144,155
154,149
143,157
156,153
142,159
153,153
141,157
185,210
150,150
138,154
158,149
140,156
156,152
145,155
153,151
143,155
154,149
144,157
139,160
151,150
139,152
155,152
141,154
152,150
144,156
155,149
145,153
155,149
139,154
182,206
153,151
142,152
155,152
142,155
155,150
143,153
158,150
144,156
157,152
146,156
133,159
159,146
144,155
156,149
146,159
154,148
144,154
154,150
145,153
155,147
143,155
152,150
142,154
155,152
146,154
156,151
145,154
153,152
141,157
153,152
143,156
154,149
142,155
153,152
146,156
152,153
145,155
159,151
142,157
153,149
146,155
155,150
146,156
156,150
147,156
156,151
141,157
152,145
143,153
155,145
145,153
154,144
140,155
152,144
135,156
154,141
139,154
152,142
136,158
158,161
133,156
155,163
135,158
136,159
154,161
135,158
160,162
137,158
157,162
131,162
153,159
126,160
147,159
125,161
146,157
174,209
126,164
147,161
128,164
172,211
122,163
161,164
169,212
123,162
123,164
137,161
142,155
165,207
122,162
123,161
139,162
127,163
139,161
126,163
142,160
171,213
127,163
169,213
129,162
175,212
132,157
162,207
128,159
140,158
171,213
122,159
130,161
141,162
174,214
125,159
126,164
143,162
127,161
138,164
127,158
144,166
167,213
126,162
122,163
136,160
128,164
142,164
129,159
139,164
144,158
130,159
142,164
132,160
142,168
126,163
138,163
125,165
142,166
125,161
140,160
127,160
142,168
129,164
141,163
124,164
138,163
131,161
139,159
130,167
134,161
136,158
133,169
138,163
171,210
131,162
129,162
139,160
128,163
142,165
135,165
139,160
130,160
137,161
127,159
140,158
143,165
123,159
137,161
127,157
139,161
128,161
140,162
128,162
144,160
128,158
140,161
128,162
142,161
131,161
145,161
128,159
144,161
127,163
138,163
123,163
141,161
168,206
125,163
127,165
142,159
126,165
143,166
127,161
136,162
146,161
123,162
167,199
130,162
133,163
148,161
123,161
139,159
128,163
152,159
128,168
141,158
125,163
138,159
127,166
142,161
128,160
139,161
128,162
145,162
129,163
145,161
128,164
142,163
129,163
138,163
126,161
141,160
124,163
143,160
124,161
139,160
124,162
140,162
122,162
141,161
123,159
140,161
128,166
145,161
125,162
141,159
125,162
139,159
128,160
140,160
130,163
139,160
127,163
138,163
122,163
145,157
125,169
149,161
127,168
149,157
120,160
142,160
132,165
142,160
137,155
165,171
133,174
